web-scraper-order,web-scraper-start-url,paginator,bill_id,link_to_bill-href,bill_name,committees,summary
1684272651-397,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8464,https://www.congress.gov/bill/116th-congress/house-bill/8464?s=10&r=604,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill revises the disclaimer requirements for informational materials transmitted by agents of foreign principals.
1684272654-398,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8465,https://www.congress.gov/bill/116th-congress/house-bill/8465?s=10&r=603,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes policies, employee rights, and accountability measures to address harassment, discrimination, sexual assault, and related retaliation in the Department of State."
1684272657-399,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8466,https://www.congress.gov/bill/116th-congress/house-bill/8466?s=10&r=602,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill establishes a framework for immediate family members of a victim of murder under federal law to request a review of the victim's case file if the murder was committed more than three years prior and all probative investigative leads have been exhausted.
1684272660-400,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8467,https://www.congress.gov/bill/116th-congress/house-bill/8467?s=10&r=601,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill prohibits coverage exclusions or limitations under the Medicare prescription drug benefit, Medicaid, or private health insurance of certain drugs that are used to treat rare diseases or conditions (i.e., diseases or conditions that affect 200,000 or fewer individuals and that are supported by the National Institutes of Health Rare Diseases Clinical Research Network)."
1684272663-401,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8468,https://www.congress.gov/bill/116th-congress/house-bill/8468?s=10&r=600,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill reauthorizes through FY2023 the Teacher Quality Partnership program and otherwise revises the program to allow certain undergraduate students with an academic major related to teaching to enter into teaching residency programs. (Currently, only recent graduates and certain mid-career professionals may participate in these programs.) It also allows undergraduate students who enter into such a program to participate in the Public Service Loan Forgiveness program."
1684272666-402,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8469,https://www.congress.gov/bill/116th-congress/house-bill/8469?s=10&r=599,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,
1684272669-403,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8470,https://www.congress.gov/bill/116th-congress/house-bill/8470?s=10&r=598,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill requires federal correctional facilities to provide COVID-19 tests at no cost to inmates and employees and otherwise addresses the management of COVID-19 in these facilities.
1684272672-404,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8471,https://www.congress.gov/bill/116th-congress/house-bill/8471?s=10&r=597,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes a Maritime Task Force to address the health and safety of passengers, crew, and associated workers, logistical issues relating to the continuation of maritime travel, and the resumption of cruise operations in United States waters during the COVID-19 (i.e., coronavirus disease 2019) public health emergency."
1684272675-405,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8472,https://www.congress.gov/bill/116th-congress/house-bill/8472?s=10&r=596,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill revises the Impact Aid Program application process for FY2022. It also revises FY2021 allocations under the Migrant Education Program.
1684272678-406,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8473,https://www.congress.gov/bill/116th-congress/house-bill/8473?s=10&r=595,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill creates tax-exempt Medisave accounts to pay the qualified medical expenses of account beneficiaries. The bill defines qualified medical expenses as the medical expenses of the taxpayer and the taxpayer's spouse and dependents that are not covered by insurance. The bill excludes amounts paid from a Medisave account from the gross income of an account beneficiary for income tax purposes.
1684272681-407,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8474,https://www.congress.gov/bill/116th-congress/house-bill/8474?s=10&r=594,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill establishes a program to assist communities with implementing alternative emergency response models in vulnerable populations to resolve crisis situations that may not require a law enforcement response or situations where a law enforcement response may increase the risk of harm.
1684272684-408,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8475,https://www.congress.gov/bill/116th-congress/house-bill/8475?s=10&r=593,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill revises and temporarily increases the tax deduction for the expenses of elementary and secondary school teachers. Specifically, the deduction amount is increased from $250 to $1,000 in 2020 and 2021."
1684272687-409,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8476,https://www.congress.gov/bill/116th-congress/house-bill/8476?s=10&r=592,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill requires several agencies to promote and evaluate the use of telehealth under Medicaid and the Children's Health Insurance Program (CHIP).
1684272690-410,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8477,https://www.congress.gov/bill/116th-congress/house-bill/8477?s=10&r=591,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill imposes additional requirements related to the H-1B (specialty profession) nonimmigrant visas and repeals various immigration-related programs.
1684272693-411,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8478,https://www.congress.gov/bill/116th-congress/house-bill/8478?s=10&r=590,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill sets forth requirements for consumer-facing websites and mobile applications owned or operated by a private entity and guidance regarding standards for website accessibility by the disabled.
1684272696-412,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8479,https://www.congress.gov/bill/116th-congress/house-bill/8479?s=10&r=589,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill requires the Department of Health and Human Services (HHS) to create a pilot program with private entities to test the effectiveness of acquiring, maintaining, managing, and distributing a stockpile of generic drugs at risk of shortage."
1684272699-413,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8480,https://www.congress.gov/bill/116th-congress/house-bill/8480?s=10&r=588,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill implements measures to support the U.S. travel and tourism industry and to address the declining percentage of international visitors to the United States.
